global_step,1776624639-grad-compression=none - charts/episodic_return,1776628684-grad-compression=accumulate-grads - charts/episodic_return,1776636519-grad-compression=accumulate-grads - charts/episodic_return
467950,,322.38266,
468075,,,502.3166
468341,769.41583,,
468951,,223.02405,
469076,,,330.97644
469342,577.0833,,
469952,,566.6667,
470077,,,407.9365
470343,872.97296,,
470953,,425.09653,
471078,,,479.5796
471344,815.8249,,
471954,,310.7744,
472079,,,159.25926
472345,512.6984,,
472955,,226.98413,
473080,,,382.97214
473301,,,39.01954
473346,455.55554,,
473956,,530.6306,
474302,,,733.8983
474347,548.14813,,
474957,,236.41975,
475303,,,232.12996
475348,633.74615,,
475958,,178.63777,
476304,,,389.2857
476349,536.0153,,
476959,,72.413795,
477305,,,394.91525
477350,55.932205,,
477960,,784.7458,
478306,,,414.70587
478351,867.50903,,
478961,,849.4585,
479307,,,269.71832
479352,539.2857,,
479962,,510.7143,
480308,,,275.42664
480353,300,,
480963,,310.1695,
481309,,,319.11765
481354,532.35297,,
481964,,197.79411,
482310,,,412.11072
482355,322.53522,,
482965,,255.6338,
483311,,,589.1892
483356,606.4846,,
483966,,391.4676,
484312,,,299.39026
484357,694.1177,,
484967,,263.97058,
485313,,,596.7742
485358,775.43256,,
485968,,398.2699,
486314,,,265.5914
486359,643.2432,,
486969,,504.72974,
487315,,,533.9623
487360,521.95123,,
487970,,177.43903,
488316,,,866.1654
488361,296.7742,,
488971,,358.0645,
489317,,,538.2253
489362,222.58064,,
489972,,211.82796,
490318,,,837.5
490363,767.9245,,
490973,,650.9434,
491319,,,669.2308
491364,836.0902,,
491974,,313.53384,
492320,,,645.70447
492365,480.20477,,
492975,,94.539246,
493321,,,242.24599
493366,424.30554,,
493976,,236.80556,
494284,,,903.8
494367,214.38127,,
494977,,37.123745,
495285,,,271.21213
495368,783.1615,,
495978,,185.22337,
496286,,,363.49207
496369,464.1711,,
496979,,170.05348,
497287,,,295.68344
497370,421.73914,,
497980,,403.6232,
498288,,,832.3308
498371,388.63635,,
498981,,43.939392,
499289,,,859.18365
499372,30.15873,,
499982,,52.38095,
500290,,,284.14633
500373,421.58273,,
500983,,169.78418,
501291,,,531.22925
501374,640.6015,,
501984,,347.3684,
502292,,,664.7059
502375,414.2857,,
502985,,430.61224,
503293,,,455.95667
503376,287.19513,,
503986,,250.60976,
504294,,,788.4892
504377,391.69437,,
504987,,245.51495,
505295,,,858.9552
505378,332.52594,,
505988,,256.4014,
506296,,,824.2902
506379,336.8231,,
506989,,380.1444,
507297,,,811.7647
507380,471.94244,,
507990,,493.52518,
508239,,,735.36804
508381,709.7015,,
508991,,441.04477,
509214,,,728.8993
509382,420.50473,,
509992,,205.9937,
510215,,,268.9655
510383,517.64703,,
510993,,190.84967,
511216,,,723.32153
511384,531.9703,,
511994,,465.05576,
512217,,,539.2857
512385,486.71588,,
512995,,578.9668,
513052,,,237.36421
513386,727.5862,,
513996,,386.2069,
514053,,,600.32574
514387,426.50177,,
514680,,-9.1894,
515054,,,442.85715
515388,539.2857,,
515681,,589.2857,
516055,,,561.01697
516389,752.3985,,
516682,,316.97418,
517056,,,824.3986
517390,300.65146,,
517683,,447.23126,
518057,,,896.1977
518391,693.6508,,
518684,,201.5873,
519058,,,367.7966
519392,577.9661,,
519685,,411.8644,
520059,,,573.5905
520393,387.9725,,
520686,,308.93472,
521060,,,276.9968
521394,299.23953,,
521687,,588.21295,
522061,,,353.37622
522395,191.52542,,
522688,,194.91525,
523062,,,733.3333
523396,549.8516,,
523689,,410.38574,
524063,,,799.30554
524397,577.3163,,
524690,,286.58148,
525064,,,786.121
525398,430.54663,,
525691,,411.25403,
526065,,,359.07474
526399,610,,
526692,,330,
527066,,,625.69446
527400,400,,
527693,,219.44444,
528067,,,529.2517
528394,234.9637,,
528694,,298.5765,
529068,,,837.5
529395,512.0997,,
529695,,423.13168,
530069,,,497.74435
530396,854.8611,,
530696,,271.52777,
531070,,,793.8907
531397,563.2653,,
531697,,726.53064,
532071,,,603.42206
532398,782.35297,,
532698,,297.05884,
533072,,,719.2308
533249,160.96466,,
533699,,392.4812,
534073,,,532.9114
534250,781.02893,,
534700,,285.85208,
535074,,,721.9697
535251,553.9924,,
535701,,291.63498,
536075,,,405.0505
536252,419.23077,,
536702,,419.23077,
537076,,,667.2727
537253,403.16455,,
537703,,305.0633,
538077,,,339.11438
538254,638.63635,,
538704,,320.45456,
539078,,,407.24637
539255,718.1818,,
539705,,479.12457,
540079,,,379.45206
540256,670.9091,,
540706,,274.54544,
541058,,,159.44286
541257,785.6088,,
541707,,409.2251,
542059,,,353.33334
542258,544.92755,,
542708,,381.88406,
543060,,,334.25076
543259,667.1233,,
543709,,211.64383,
544061,,,582.35297
544260,260.54422,,
544710,,263.9456,
545062,,,413.42282
545261,433.33334,,
545323,,,22.375862
545711,,336.66666,
546262,456.57492,,
546324,,,787.64044
546712,,98.77676,
547263,692.15686,,
547325,,,619.4719
547713,,268.62744,
548264,537.58386,,
548326,,,850.8772
548714,,51.00671,
549265,293.10345,,
549327,,,484.71762
549715,,62.068966,
550266,600.3745,,
550328,,,681.6901
550716,,383.14606,
551267,593.06934,,
551329,,,358.74588
551717,,322.44223,
552268,468.42105,,
552330,,,866.8874
552718,,408.77194,
553269,640.8638,,
553331,,,788.5135
553719,,577.74084,
554270,477.46478,,
554332,,,595.9707
554720,,269.71832,
555271,540.26404,,
555333,,,269.1275
555721,,612.8713,
556272,280.7947,,
556334,,,547.76117
556722,,512.58276,
557273,288.51352,,
557335,,,-11.864407
557723,,693.91895,
558274,372.52747,,
558336,,,861.16504
558724,,837.72894,
559275,383.22147,,
559337,,,853.9007
559725,,822.8188,
560276,407.46268,,
560338,,,795.3069
560726,,222.38806,
561277,293.22034,,
561339,,,524.183
561727,,293.22034,
562278,508.41425,,
562340,,,269.863
562728,,628.15533,
563279,829.078,,
563341,,,678.98553
563729,,612.7659,
564280,654.51263,,
564300,,,619.1148
564730,,351.26355,
565281,383.66013,,
565301,,,829.2929
565731,,484.96732,
566282,263.0137,,
566302,,,856.5217
566732,,256.1644,
567283,360.14493,,
567303,,,298.6014
567733,,371.0145,
568284,637.3737,,
568304,,,230.21806
568734,,256.90234,
569285,347.81146,,
569305,,,852.86194
569735,,54.882156,
570286,805.7971,,
570306,,,842.65234
570736,,501.44928,
571287,295.1049,,
571307,,,519.0476
571737,,319.5804,
572288,345.48288,,
572308,,,121.8543
572738,,58.878506,
573289,516.1616,,
573309,,,434.24658
573739,,236.70033,
574290,824.7312,,
574310,,,480.76923
574740,,426.8817,
575291,856.04395,,
575311,,,604.28015
575741,,434.79852,
576292,767.5497,,
576312,,,844.85297
576742,,75.49669,
577293,215.0685,,
577313,,,320.73172
577743,,283.56165,
578294,480.76923,,
578314,,,340
578744,,700,
579295,549.8054,,
579315,,,848.8055
579745,,102.33463,
580296,723.5294,,
580316,,,234.38486
580746,,216.17647,
581297,619.5122,,
581317,,,191.51291
581747,,241.46341,
582298,363.33334,,
582318,,,337.93103
582748,,640,
583299,702.0478,,
583319,,,264.4315
583749,,370.98975,
583860,,,38.95714
584300,612.9338,,
584750,,199.68454,
584861,,,510.73825
585301,741.3284,,
585751,,586.34686,
585862,,,794.5455
586302,741.37933,,
586752,,362.06897,
586863,,,862.96295
587303,462.68222,,
587753,,523.9067,
587864,,,719.6721
588304,300,,
588754,,182.14285,
588865,,,394.9495
589305,504.02686,,
589755,,366.44296,
589866,,,565.46765
590306,361.81818,,
590756,,307.27274,
590867,,,857.52893
591307,721.5488,,
591757,,445.45456,
591767,,,-9.652941
592308,673.7705,,
592534,,,331.8612
592758,,296.7213,
593309,613.8047,,
593535,,,873.6842
593759,,398.3165,
594310,414.3885,,
594536,,,362.3656
594760,,486.33093,
595311,498.4556,,
595537,,,168.7747
595761,,818.91895,
596312,668.3823,,
596538,,,398.36066
596762,,451.47058,
597020,,,202.19455
597313,344.81604,,
597750,,,777.58167
597763,,338.12708,
598314,613.8158,,
598751,,,889.65515
598764,,521.7105,
599315,713.62006,,
599752,,,423.4375
599765,,631.1828,
600316,718.1818,,
600753,,,753.8206
600766,,872.33203,
601317,814.7541,,
601754,,,574.05066
601767,,719.6721,
602318,343.57977,,
602755,,,491.21622
602768,,265.75876,
603319,858.01526,,
603756,,,611.92053
603769,,598.47327,
604320,475.86206,,
604757,,,578.44525
604770,,217.24138,
605199,912.2,,
605408,,23.9,
605758,,,872.2222
606200,411.6279,,
606409,,747.1761,
606759,,,885.8156
607201,561.3924,,
607410,,324.05063,
607760,,,700
608202,403.3784,,
608411,,552.02704,
608715,,,729.6147
608882,,15.351656,
609203,416.5563,,
609716,,,87.05036
609883,,221.55476,
610204,504.2403,,
610717,,,639.43665
610884,,521.5278,
611205,438.19446,,
611548,,,150.43333
611885,,360.99292,
612206,449.6454,,
612549,,,245.2381
612886,,449.15256,
613207,401.69492,,
613550,,,289.8305
613887,,200.3413,
614208,811.2628,,
614551,,,133.67697
614888,,87.05036,
615209,489.92807,,
615552,,,222.98137
615889,,382.39438,
616210,597.1831,,
616553,,,602.5316
616890,,223.52942,
617211,233.33333,,
617554,,,458.13953
617868,,,42.133335
617891,,249.20634,
618212,773.01587,,
618453,,,275.5983
618892,,293.22034,
619213,513.5593,,
619454,,,870.37036
619893,,467.0103,
620214,803.7801,,
620455,,,596.7742
620894,,586.3354,
621142,,,-44.97059
621215,601.86334,,
621495,,,-107.02982
621895,,336.70886,
622216,428.48102,,
622496,,,351.17844
622896,,516.27905,
623217,458.13953,,
623497,,,874.9104
623897,,150,
624218,573.3333,,
624498,,,601.63934
624898,,340.67798,
625219,323.72882,,
625499,,,117.51412
625899,,403.7037,
626191,,29.064516,
626220,581.4815,,
626500,,,796.67896
627192,,26.470589,
627221,387.09677,,
627501,,,298.6014
628171,264.02353,,
628193,,296.49124,
628502,,,314.44867
629172,373.6842,,
629194,,553.19867,
629503,,,281.38138
630173,394.9495,,
630195,,190.32259,
630504,,,872.2222
631174,638.35126,,
631196,,165.57378,
631505,,,253.14685
632175,404.91803,,
632197,,151.41243,
632506,,,852.21844
633176,402.82486,,
633198,,80.811806,
633507,,,381.25
634177,542.0664,,
634199,,277.62238,
634508,,,504.31656
634782,,5.398099,
635178,284.6154,,
635509,,,378.87323
635783,,611.71173,
636179,618.63116,,
636510,,,793.75
636784,,542.3611,
637180,497.5976,,
637511,,,269.56522
637785,,253.14685,
638181,622.2222,,
638256,,,925.6
638786,,449.48807,
639182,742.65735,,
639199,,,290.92993
639341,,35.325,
640183,449.48807,,
640200,,,623.5495
640342,,220.14389,
641184,671.875,,
641201,,,584.8249
641343,,410.5634,
642185,356.83453,,
642202,,,291.02563
642344,,356.25,
643186,421.12677,,
643203,,,503.38983
643345,,216.77019,
644187,487.5,,
644204,,,871.6312
644346,,788.8889,
645188,400,,
645205,,,299.25372
645347,,229.34132,
646189,356.3492,,
646206,,,384.84848
646348,,190.10239,
647190,223.35329,,
647207,,,311.98502
647349,,331.90662,
648191,818.08875,,
648208,,,838.70966
648350,,265.3846,
649192,833.8521,,
649209,,,840.39734
649351,,269.49152,
650193,422.43588,,
650210,,,587.5
650352,,123.40426,
651194,638.98303,,
651211,,,594.8052
651353,,661.19403,
652195,321.9858,,
652212,,,851.04895
652354,,566.6667,
653196,672.38806,,
653213,,,368.01346
653355,,502.99625,
654197,458.92255,,
654214,,,857.51636
654356,,303.2258,
655198,701.4981,,
655215,,,864.539
655357,,297.35098,
656199,345.1613,,
656216,,,346.30872
656358,,477.20587,
657200,466.22516,,
657217,,,535.22015
657359,,601.2987,
658201,286.02942,,
658218,,,279.9283
658360,,295.1049,
659202,633.76624,,
659219,,,330.55554
659361,,203.0303,
660203,592.3077,,
660220,,,751.85187
660362,,223.52942,
661204,532.99664,,
661221,,,315.80756
661363,,201.41844,
662205,432.67975,,
662222,,,575.58527
662364,,836.24164,
663206,839.7163,,
663223,,,853.9474
663249,,-34.21195,
663918,,23.264158,
664207,393.2886,,
664224,,,178.48102
664919,,292.3611,
665208,676.72955,,
665225,,,789.6104
665920,,855.55554,
666209,426.8817,,
666226,,,837.71625
666921,,442.95532,
667210,566.6667,,
667227,,,684.05316
667922,,876.5886,
667966,924.5,,
668228,,,602.1277
668923,,281.57895,
668967,714.433,,
669229,,,743.5374
669924,,488.6076,
669968,719.398,,
670230,,,819.50464
670925,,270.12988,
670969,798.0263,,
671231,,,773.60596
671926,,491.6955,
671970,453.79745,,
672232,,,370
672927,,215.61462,
672971,250.64935,,
673233,,,435.59323
673928,,84.39716,
673972,747.75085,,
674234,,,870.58826
674929,,226.53061,
674973,341.86047,,
675235,,,819.41394
675930,,243.65324,
675974,499.29077,,
676236,,,385.4369
676931,,67.28625,
676975,648.2993,,
677237,,,814.7541
677932,,326.66666,
677976,782.35297,,
678238,,,752.94116
678933,,289.8305,
678977,706.69147,,
679239,,,828.8389
679934,,429.41177,
679978,383.33334,,
680240,,,881.685
680935,,357.87546,
680979,740.678,,
681241,,,848.8818
681936,,259.2233,
681980,701.4706,,
682242,,,878.41724
682937,,263.93442,
682981,280.9524,,
683243,,,876.834
683938,,455.55554,
683982,391.9094,,
684244,,,535.4515
684939,,64.79401,
684983,496.7213,,
685245,,,820.57764
685940,,215.01831,
685984,390.19608,,
686246,,,464.95468
686941,,98.08307,
686985,282.02246,,
687247,,,621.1896
687942,,371.22302,
687986,658.24176,,
688248,,,871.831
688943,,490.73358,
688987,353.67413,,
689249,,,863.63635
689944,,629.097,
689988,346.04315,,
690250,,,687.3134
690945,,84.115524,
690989,517.7606,,
691251,,,689.2857
691946,,238.36858,
691990,535.4515,,
692252,,,205.36913
692947,,442.75092,
693133,,,912
693948,,333.0986,
694134,,,475
694949,,34.545456,
695085,,,905
695259,,40.84179,
696086,,,580.98157
696260,,557.1429,
697087,,,557.34265
697261,,332.8859,
698088,,,680.0687
698262,,342.029,
699089,,,224.15903
699263,,163.88889,
699817,,3.3365853,
700090,,,317.17792
700818,,169.93864,
701091,,,812.75165
701819,,406.993,
702092,,,691.5408
702820,,394.84537,
703093,,,260.5948
703821,,392.35474,
704094,,,743.3333
705095,,,291.84952
706096,,,587.2964
707097,,,495.9596
708098,,,429.41177
709099,,,862.8378
710100,,,863.0996
711101,,,850.7042
712102,,,853.9007
713103,,,886.06274
714104,,,475.3846
715105,,,862.96295
716106,,,532.35297
717107,,,882.07886
718108,,,770.0361
719109,,,739.2857
720110,,,29.909365
721111,,,388.74597
722112,,,859.4595
723113,,,816.39874
724114,,,290.16394
725115,,,886.4865
726116,,,556.7657
727117,,,738.70966
728118,,,627.2727
729119,,,813.9785
730120,,,888.32684
731121,,,711.32074
732122,,,536.6782
733123,,,592.3077
734124,,,569.87177
735125,,,852.54236
736126,,,630.15875
737127,,,637.9518
738128,,,596.875
739129,,,864.4269
740130,,,677.7778
741131,,,624.2647
742132,,,862.96295
743133,,,350.51193
744134,,,862.585
745135,,,885.8156
746136,,,848.2759
747137,,,775
748138,,,625.4902
749139,,,521.53845
750140,,,525.387
751141,,,327.5862
752142,,,429.16666
753143,,,176.97842
754144,,,753.47986
755145,,,893.7107
756146,,,409.72763
757147,,,484.26965
758148,,,212.13873
759149,,,56.71642
760150,,,822.2615
761151,,,559.5092
762152,,,327.08334
763153,,,172.72728
764154,,,823.3333
765155,,,188.73239
766156,,,733.887
767157,,,489.0411
768158,,,790.45935
769159,,,282.35294
769876,,,928.4
770877,,,852.381
771878,,,312.16217
772879,,,819.61414
