"Step","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MIN","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MAX"
"2667","34039.32","34039.32","34039.32","34039.32","34039.32","34039.32","34039.32","34039.32","34039.32"
"2678","34183.555","34183.555","34183.555","34183.555","34183.555","34183.555","34183.555","34183.555","34183.555"
"2689","34327.79","34327.79","34327.79","34327.79","34327.79","34327.79","34327.79","34327.79","34327.79"
"2700","34472.023","34472.023","34472.023","34472.023","34472.023","34472.023","34472.023","34472.023","34472.023"
"2711","34616.258","34616.258","34616.258","34616.258","34616.258","34616.258","34616.258","34616.258","34616.258"
"2722","34760.492","34760.492","34760.492","34760.492","34760.492","34760.492","34760.492","34760.492","34760.492"
"2733","34904.727","34904.727","34904.727","34904.727","34904.727","34904.727","34904.727","34904.727","34904.727"
"2744","35048.96","35048.96","35048.96","35048.96","35048.96","35048.96","35048.96","35048.96","35048.96"
"2755","35193.195","35193.195","35193.195","35193.195","35193.195","35193.195","35193.195","35193.195","35193.195"
"2766","35337.43","35337.43","35337.43","35337.43","35337.43","35337.43","35337.43","35337.43","35337.43"
"2777","35481.664","35481.664","35481.664","35481.664","35481.664","35481.664","35481.664","35481.664","35481.664"
"2788","35625.9","35625.9","35625.9","35625.9","35625.9","35625.9","35625.9","35625.9","35625.9"
"2799","35770.133","35770.133","35770.133","35770.133","35770.133","35770.133","35770.133","35770.133","35770.133"
"2810","35914.367","35914.367","35914.367","35914.367","35914.367","35914.367","35914.367","35914.367","35914.367"
"2821","36058.6","36058.6","36058.6","36058.6","36058.6","36058.6","36058.6","36058.6","36058.6"
"2832","36202.836","36202.836","36202.836","36202.836","36202.836","36202.836","36202.836","36202.836","36202.836"
"2843","36347.07","36347.07","36347.07","36347.07","36347.07","36347.07","36347.07","36347.07","36347.07"
"2854","36491.305","36491.305","36491.305","36491.305","36491.305","36491.305","36491.305","36491.305","36491.305"
"2865","36635.54","36635.54","36635.54","36635.54","36635.54","36635.54","36635.54","36635.54","36635.54"
"2876","36779.773","36779.773","36779.773","36779.773","36779.773","36779.773","36779.773","36779.773","36779.773"
"2887","36924.008","36924.008","36924.008","36924.008","36924.008","36924.008","36924.008","36924.008","36924.008"
"2898","37068.242","37068.242","37068.242","37068.242","37068.242","37068.242","37068.242","37068.242","37068.242"
"2909","37212.477","37212.477","37212.477","37212.477","37212.477","37212.477","37212.477","37212.477","37212.477"
"2920","37356.71","37356.71","37356.71","37356.71","37356.71","37356.71","37356.71","37356.71","37356.71"
"2931","37500.945","37500.945","37500.945","37500.945","37500.945","37500.945","37500.945","37500.945","37500.945"
"2950","37645.18","37645.18","37645.18","37645.18","37645.18","37645.18","37645.18","37645.18","37645.18"
"2961","37789.414","37789.414","37789.414","37789.414","37789.414","37789.414","37789.414","37789.414","37789.414"
"2972","37933.65","37933.65","37933.65","37933.65","37933.65","37933.65","37933.65","37933.65","37933.65"
"2983","38077.883","38077.883","38077.883","38077.883","38077.883","38077.883","38077.883","38077.883","38077.883"
"2994","38222.117","38222.117","38222.117","38222.117","38222.117","38222.117","38222.117","38222.117","38222.117"
"3005","38366.35","38366.35","38366.35","38366.35","38366.35","38366.35","38366.35","38366.35","38366.35"
"3016","38510.586","38510.586","38510.586","38510.586","38510.586","38510.586","38510.586","38510.586","38510.586"
"3027","38654.82","38654.82","38654.82","38654.82","38654.82","38654.82","38654.82","38654.82","38654.82"
"3038","38799.055","38799.055","38799.055","38799.055","38799.055","38799.055","38799.055","38799.055","38799.055"
"3049","38943.29","38943.29","38943.29","38943.29","38943.29","38943.29","38943.29","38943.29","38943.29"
"3060","39087.523","39087.523","39087.523","39087.523","39087.523","39087.523","39087.523","39087.523","39087.523"
"3071","39231.758","39231.758","39231.758","39231.758","39231.758","39231.758","39231.758","39231.758","39231.758"
"3082","39375.992","39375.992","39375.992","39375.992","39375.992","39375.992","39375.992","39375.992","39375.992"
"3093","39520.227","39520.227","39520.227","39520.227","39520.227","39520.227","39520.227","39520.227","39520.227"
"3104","39664.46","39664.46","39664.46","39664.46","39664.46","39664.46","39664.46","39664.46","39664.46"
"3115","39808.695","39808.695","39808.695","39808.695","39808.695","39808.695","39808.695","39808.695","39808.695"
"3126","39952.93","39952.93","39952.93","39952.93","39952.93","39952.93","39952.93","39952.93","39952.93"
"3137","40097.164","40097.164","40097.164","40097.164","40097.164","40097.164","40097.164","40097.164","40097.164"
"3148","40241.4","40241.4","40241.4","40241.4","40241.4","40241.4","40241.4","40241.4","40241.4"
"3159","40385.633","40385.633","40385.633","40385.633","40385.633","40385.633","40385.633","40385.633","40385.633"
"3170","40529.867","40529.867","40529.867","40529.867","40529.867","40529.867","40529.867","40529.867","40529.867"
"3181","40674.1","40674.1","40674.1","40674.1","40674.1","40674.1","40674.1","40674.1","40674.1"
"3192","40818.336","40818.336","40818.336","40818.336","40818.336","40818.336","40818.336","40818.336","40818.336"
"3203","40962.57","40962.57","40962.57","40962.57","40962.57","40962.57","40962.57","40962.57","40962.57"
"3214","41106.805","41106.805","41106.805","41106.805","41106.805","41106.805","41106.805","41106.805","41106.805"
"3225","41251.04","41251.04","41251.04","41251.04","41251.04","41251.04","41251.04","41251.04","41251.04"
"3244","41395.273","41395.273","41395.273","41395.273","41395.273","41395.273","41395.273","41395.273","41395.273"
"3255","41539.508","41539.508","41539.508","41539.508","41539.508","41539.508","41539.508","41539.508","41539.508"
"3266","41683.742","41683.742","41683.742","41683.742","41683.742","41683.742","41683.742","41683.742","41683.742"
"3277","41827.977","41827.977","41827.977","41827.977","41827.977","41827.977","41827.977","41827.977","41827.977"
"3288","41972.21","41972.21","41972.21","41972.21","41972.21","41972.21","41972.21","41972.21","41972.21"
"3299","42116.445","42116.445","42116.445","42116.445","42116.445","42116.445","42116.445","42116.445","42116.445"
"3310","42260.68","42260.68","42260.68","42260.68","42260.68","42260.68","42260.68","42260.68","42260.68"
"3321","42404.914","42404.914","42404.914","42404.914","42404.914","42404.914","42404.914","42404.914","42404.914"
"3332","42549.15","42549.15","42549.15","42549.15","42549.15","42549.15","42549.15","42549.15","42549.15"
"3343","42693.383","42693.383","42693.383","42693.383","42693.383","42693.383","42693.383","42693.383","42693.383"
"3354","42837.617","42837.617","42837.617","42837.617","42837.617","42837.617","42837.617","42837.617","42837.617"
"3365","42981.85","42981.85","42981.85","42981.85","42981.85","42981.85","42981.85","42981.85","42981.85"
"3376","43126.086","43126.086","43126.086","43126.086","43126.086","43126.086","43126.086","43126.086","43126.086"
"3387","43270.32","43270.32","43270.32","43270.32","43270.32","43270.32","43270.32","43270.32","43270.32"
"3398","43414.555","43414.555","43414.555","43414.555","43414.555","43414.555","43414.555","43414.555","43414.555"
"3409","43558.79","43558.79","43558.79","43558.79","43558.79","43558.79","43558.79","43558.79","43558.79"
"3420","43703.023","43703.023","43703.023","43703.023","43703.023","43703.023","43703.023","43703.023","43703.023"
"3431","43847.258","43847.258","43847.258","43847.258","43847.258","43847.258","43847.258","43847.258","43847.258"
"3442","43991.492","43991.492","43991.492","43991.492","43991.492","43991.492","43991.492","43991.492","43991.492"
"3453","44135.727","44135.727","44135.727","44135.727","44135.727","44135.727","44135.727","44135.727","44135.727"
"3464","44279.96","44279.96","44279.96","44279.96","44279.96","44279.96","44279.96","44279.96","44279.96"
"3475","44424.195","44424.195","44424.195","44424.195","44424.195","44424.195","44424.195","44424.195","44424.195"
"3486","44568.43","44568.43","44568.43","44568.43","44568.43","44568.43","44568.43","44568.43","44568.43"
"3497","44712.664","44712.664","44712.664","44712.664","44712.664","44712.664","44712.664","44712.664","44712.664"
"3508","44856.9","44856.9","44856.9","44856.9","44856.9","44856.9","44856.9","44856.9","44856.9"
"3519","45001.133","45001.133","45001.133","45001.133","45001.133","45001.133","45001.133","45001.133","45001.133"
"3538","45145.367","45145.367","45145.367","45145.367","45145.367","45145.367","45145.367","45145.367","45145.367"
"3549","45289.6","45289.6","45289.6","45289.6","45289.6","45289.6","45289.6","45289.6","45289.6"
"3560","45433.836","45433.836","45433.836","45433.836","45433.836","45433.836","45433.836","45433.836","45433.836"
"3571","45578.07","45578.07","45578.07","45578.07","45578.07","45578.07","45578.07","45578.07","45578.07"
"3582","45722.305","45722.305","45722.305","45722.305","45722.305","45722.305","45722.305","45722.305","45722.305"
"3593","45866.54","45866.54","45866.54","45866.54","45866.54","45866.54","45866.54","45866.54","45866.54"
"3604","46010.773","46010.773","46010.773","46010.773","46010.773","46010.773","46010.773","46010.773","46010.773"
"3615","46155.008","46155.008","46155.008","46155.008","46155.008","46155.008","46155.008","46155.008","46155.008"
"3626","46299.246","46299.246","46299.246","46299.246","46299.246","46299.246","46299.246","46299.246","46299.246"
"3637","46443.48","46443.48","46443.48","46443.48","46443.48","46443.48","46443.48","46443.48","46443.48"
"3648","46587.715","46587.715","46587.715","46587.715","46587.715","46587.715","46587.715","46587.715","46587.715"
"3659","46731.95","46731.95","46731.95","46731.95","46731.95","46731.95","46731.95","46731.95","46731.95"
"3670","46876.184","46876.184","46876.184","46876.184","46876.184","46876.184","46876.184","46876.184","46876.184"
"3681","47020.418","47020.418","47020.418","47020.418","47020.418","47020.418","47020.418","47020.418","47020.418"
"3692","47164.652","47164.652","47164.652","47164.652","47164.652","47164.652","47164.652","47164.652","47164.652"
"3703","47308.887","47308.887","47308.887","47308.887","47308.887","47308.887","47308.887","47308.887","47308.887"
"3714","47453.12","47453.12","47453.12","47453.12","47453.12","47453.12","47453.12","47453.12","47453.12"
"3725","47597.355","47597.355","47597.355","47597.355","47597.355","47597.355","47597.355","47597.355","47597.355"
"3736","47741.59","47741.59","47741.59","47741.59","47741.59","47741.59","47741.59","47741.59","47741.59"
"3747","47885.824","47885.824","47885.824","47885.824","47885.824","47885.824","47885.824","47885.824","47885.824"
"3758","48030.06","48030.06","48030.06","48030.06","48030.06","48030.06","48030.06","48030.06","48030.06"
"3769","48174.293","48174.293","48174.293","48174.293","48174.293","48174.293","48174.293","48174.293","48174.293"
"3780","48318.527","48318.527","48318.527","48318.527","48318.527","48318.527","48318.527","48318.527","48318.527"
"3791","48462.76","48462.76","48462.76","48462.76","48462.76","48462.76","48462.76","48462.76","48462.76"
"3802","48606.996","48606.996","48606.996","48606.996","48606.996","48606.996","48606.996","48606.996","48606.996"
"3813","48751.23","48751.23","48751.23","48751.23","48751.23","48751.23","48751.23","48751.23","48751.23"
"3832","48895.465","48895.465","48895.465","48895.465","48895.465","48895.465","48895.465","48895.465","48895.465"
"3843","49039.7","49039.7","49039.7","49039.7","49039.7","49039.7","49039.7","49039.7","49039.7"
"3854","49183.934","49183.934","49183.934","49183.934","49183.934","49183.934","49183.934","49183.934","49183.934"
"3865","49328.168","49328.168","49328.168","49328.168","49328.168","49328.168","49328.168","49328.168","49328.168"
"3876","49472.402","49472.402","49472.402","49472.402","49472.402","49472.402","49472.402","49472.402","49472.402"
"3887","49616.637","49616.637","49616.637","49616.637","49616.637","49616.637","49616.637","49616.637","49616.637"
"3898","49760.87","49760.87","49760.87","49760.87","49760.87","49760.87","49760.87","49760.87","49760.87"
"3909","49905.105","49905.105","49905.105","49905.105","49905.105","49905.105","49905.105","49905.105","49905.105"
"3920","50049.34","50049.34","50049.34","50049.34","50049.34","50049.34","50049.34","50049.34","50049.34"
"3931","50193.574","50193.574","50193.574","50193.574","50193.574","50193.574","50193.574","50193.574","50193.574"
"3942","50337.81","50337.81","50337.81","50337.81","50337.81","50337.81","50337.81","50337.81","50337.81"
"3953","50482.043","50482.043","50482.043","50482.043","50482.043","50482.043","50482.043","50482.043","50482.043"
"3964","50626.277","50626.277","50626.277","50626.277","50626.277","50626.277","50626.277","50626.277","50626.277"
"3975","50770.51","50770.51","50770.51","50770.51","50770.51","50770.51","50770.51","50770.51","50770.51"
"3986","50914.746","50914.746","50914.746","50914.746","50914.746","50914.746","50914.746","50914.746","50914.746"
"3997","51058.98","51058.98","51058.98","51058.98","51058.98","51058.98","51058.98","51058.98","51058.98"
"4008","51203.215","51203.215","51203.215","51203.215","51203.215","51203.215","51203.215","51203.215","51203.215"
"4019","51347.45","51347.45","51347.45","51347.45","51347.45","51347.45","51347.45","51347.45","51347.45"
"4030","51491.684","51491.684","51491.684","51491.684","51491.684","51491.684","51491.684","51491.684","51491.684"
"4041","51635.918","51635.918","51635.918","51635.918","51635.918","51635.918","51635.918","51635.918","51635.918"
"4052","51780.152","51780.152","51780.152","51780.152","51780.152","51780.152","51780.152","51780.152","51780.152"
"4063","51924.387","51924.387","51924.387","51924.387","51924.387","51924.387","51924.387","51924.387","51924.387"
"4074","52068.62","52068.62","52068.62","52068.62","52068.62","52068.62","52068.62","52068.62","52068.62"
"4085","52212.855","52212.855","52212.855","52212.855","52212.855","52212.855","52212.855","52212.855","52212.855"
"4096","52357.09","52357.09","52357.09","52357.09","52357.09","52357.09","52357.09","52357.09","52357.09"
"4107","52501.324","52501.324","52501.324","52501.324","52501.324","52501.324","52501.324","52501.324","52501.324"
"4126","52645.56","52645.56","52645.56","52645.56","52645.56","52645.56","52645.56","52645.56","52645.56"
"4137","52789.793","52789.793","52789.793","52789.793","52789.793","52789.793","52789.793","52789.793","52789.793"
"4148","52934.027","52934.027","52934.027","52934.027","52934.027","52934.027","52934.027","52934.027","52934.027"
"4159","53078.26","53078.26","53078.26","53078.26","53078.26","53078.26","53078.26","53078.26","53078.26"
"4170","53222.496","53222.496","53222.496","53222.496","53222.496","53222.496","53222.496","53222.496","53222.496"
"4181","53366.73","53366.73","53366.73","53366.73","53366.73","53366.73","53366.73","53366.73","53366.73"
"4192","53510.965","53510.965","53510.965","53510.965","53510.965","53510.965","53510.965","53510.965","53510.965"
"4203","53655.2","53655.2","53655.2","53655.2","53655.2","53655.2","53655.2","53655.2","53655.2"
"4214","53799.434","53799.434","53799.434","53799.434","53799.434","53799.434","53799.434","53799.434","53799.434"
"4225","53943.668","53943.668","53943.668","53943.668","53943.668","53943.668","53943.668","53943.668","53943.668"
"4236","54087.902","54087.902","54087.902","54087.902","54087.902","54087.902","54087.902","54087.902","54087.902"
"4247","54232.137","54232.137","54232.137","54232.137","54232.137","54232.137","54232.137","54232.137","54232.137"
"4258","54376.37","54376.37","54376.37","54376.37","54376.37","54376.37","54376.37","54376.37","54376.37"
"4269","54520.605","54520.605","54520.605","54520.605","54520.605","54520.605","54520.605","54520.605","54520.605"
"4280","54664.84","54664.84","54664.84","54664.84","54664.84","54664.84","54664.84","54664.84","54664.84"
"4291","54809.074","54809.074","54809.074","54809.074","54809.074","54809.074","54809.074","54809.074","54809.074"
"4302","54953.31","54953.31","54953.31","54953.31","54953.31","54953.31","54953.31","54953.31","54953.31"
"4313","55097.543","55097.543","55097.543","55097.543","55097.543","55097.543","55097.543","55097.543","55097.543"
"4324","55241.777","55241.777","55241.777","55241.777","55241.777","55241.777","55241.777","55241.777","55241.777"
"4335","55386.01","55386.01","55386.01","55386.01","55386.01","55386.01","55386.01","55386.01","55386.01"
"4346","55530.246","55530.246","55530.246","55530.246","55530.246","55530.246","55530.246","55530.246","55530.246"
"4357","55674.48","55674.48","55674.48","55674.48","55674.48","55674.48","55674.48","55674.48","55674.48"
"4368","55818.715","55818.715","55818.715","55818.715","55818.715","55818.715","55818.715","55818.715","55818.715"
"4379","55962.95","55962.95","55962.95","55962.95","55962.95","55962.95","55962.95","55962.95","55962.95"
"4390","56107.184","56107.184","56107.184","56107.184","56107.184","56107.184","56107.184","56107.184","56107.184"
"4401","56251.418","56251.418","56251.418","56251.418","56251.418","56251.418","56251.418","56251.418","56251.418"
"4420","56395.652","56395.652","56395.652","56395.652","56395.652","56395.652","56395.652","56395.652","56395.652"
"4431","56539.887","56539.887","56539.887","56539.887","56539.887","56539.887","56539.887","56539.887","56539.887"
"4442","56684.12","56684.12","56684.12","56684.12","56684.12","56684.12","56684.12","56684.12","56684.12"
"4453","56828.355","56828.355","56828.355","56828.355","56828.355","56828.355","56828.355","56828.355","56828.355"
"4464","56972.59","56972.59","56972.59","56972.59","56972.59","56972.59","56972.59","56972.59","56972.59"
"4475","57116.824","57116.824","57116.824","57116.824","57116.824","57116.824","57116.824","57116.824","57116.824"
"4486","57261.06","57261.06","57261.06","57261.06","57261.06","57261.06","57261.06","57261.06","57261.06"
